,Photon Energy (eV),e1,e2,N,n,k
637,0.834993,5.388870212,1.24E-20,(2.321394023480007+0j),2.321394023,0
638,0.833062,5.387454184,1.08E-20,(2.3210890082855062+0j),2.321089008,0
639,0.83114,5.38604956,9.31E-21,(2.320786409770777+0j),2.32078641,0
640,0.829227,5.384656255,8.07E-21,(2.3204862109958135+0j),2.320486211,0
641,0.827323,5.383274189,6.99E-21,(2.320188395194182+0j),2.320188395,0
642,0.825427,5.381902558,6.06E-21,(2.319892790112616+0j),2.31989279,0
643,0.823541,5.380542727,5.26E-21,(2.31959969114079+0j),2.319599691,0
644,0.821663,5.379193176,4.57E-21,(2.3193087711954785+0j),2.319308771,0
645,0.819793,5.377853833,3.97E-21,(2.3190200156592384+0j),2.319020016,0
646,0.817932,5.37652534,3.45E-21,(2.318733563733961+0j),2.318733564,0
647,0.81608,5.375207619,3.00E-21,(2.3184493996238045+0j),2.3184494,0
648,0.814236,5.373899886,2.61E-21,(2.3181673549791704+0j),2.318167355,0
649,0.812401,5.372602778,2.28E-21,(2.317887567986623+0j),2.317887568,0
650,0.810574,5.371315517,1.98E-21,(2.317609871548928+0j),2.317609872,0
651,0.808755,5.370038035,1.73E-21,(2.317334251893554+0j),2.317334252,0
652,0.806945,5.368770965,1.51E-21,(2.3170608461962705+0j),2.317060846,0
653,0.805142,5.367512841,1.32E-21,(2.31678933883915+0j),2.316789339,0
654,0.803348,5.366264992,1.15E-21,(2.3165200176127847+0j),2.316520018,0
655,0.801562,5.365026656,1.01E-21,(2.316252718443669+0j),2.316252718,0
656,0.799784,5.363797768,8.81E-22,(2.315987428200187+0j),2.315987428,0
657,0.798014,5.362578264,7.71E-22,(2.3157241338722465+0j),2.315724134,0
658,0.796252,5.361368083,6.76E-22,(2.3154628225698057+0j),2.315462823,0
659,0.794498,5.360167161,5.92E-22,(2.315203481521434+0j),2.315203482,0
660,0.792752,5.358975437,5.19E-22,(2.3149460980729+0j),2.314946098,0
661,0.791013,5.357792171,4.56E-22,(2.3146905129327338+0j),2.314690513,0
662,0.789283,5.356618662,4.00E-22,(2.3144370076190106+0j),2.314437008,0
663,0.78756,5.355453495,3.51E-22,(2.314185276744832+0j),2.314185277,0
664,0.785845,5.354297289,3.09E-22,(2.313935454855058+0j),2.313935455,0
665,0.784137,5.353149315,2.72E-22,(2.3136873848254846+0j),2.313687385,0
666,0.782437,5.352010188,2.39E-22,(2.313441200542828+0j),2.313441201,0
667,0.780744,5.350879185,2.10E-22,(2.3131967459372054+0j),2.313196746,0
668,0.779059,5.34975692,1.85E-22,(2.312954154244241+0j),2.312954154,0
669,0.777382,5.348643334,1.63E-22,(2.312713413778808+0j),2.312713414,0
670,0.775711,5.347537051,1.44E-22,(2.3124742270933205+0j),2.312474227,0
671,0.774049,5.346440003,1.27E-22,(2.3122370127413627+0j),2.312237013,0
672,0.772393,5.345350158,1.12E-22,(2.3120013317615706+0j),2.312001332,0
673,0.770745,5.344268783,9.92E-23,(2.311767458722147+0j),2.311767459,0
674,0.769104,5.343195171,8.77E-23,(2.311535241115648+0j),2.311535241,0
675,0.76747,5.342129273,7.76E-23,(2.311304669040847+0j),2.311304669,0
676,0.765843,5.341071042,6.86E-23,(2.311075732678668+0j),2.311075733,0
677,0.764223,5.340020431,6.08E-23,(2.3108484222913286+0j),2.310848422,0
678,0.762611,5.338978038,5.38E-23,(2.310622867947683+0j),2.310622868,0
679,0.761005,5.337942524,4.77E-23,(2.3103987802283013+0j),2.31039878,0
680,0.759406,5.33691449,4.23E-23,(2.3101762897522966+0j),2.31017629,0
681,0.757815,5.335894531,3.75E-23,(2.3099555256647135+0j),2.309955526,0
682,0.75623,5.334881319,3.33E-23,(2.3097362011080413+0j),2.309736201,0
683,0.754652,5.333875451,2.96E-23,(2.3095184457652786+0j),2.309518446,0
684,0.753081,5.332876884,2.63E-23,(2.3093022504448064+0j),2.30930225,0
685,0.751516,5.331884939,2.34E-23,(2.30908746897656+0j),2.309087469,0
686,0.749959,5.330900842,2.08E-23,(2.3088743667968585+0j),2.308874367,0
687,0.748408,5.329923283,1.85E-23,(2.3086626611974053+0j),2.308662661,0
688,0.746863,5.328952226,1.65E-23,(2.3084523443844356+0j),2.308452344,0
689,0.745326,5.327988885,1.47E-23,(2.3082436797791392+0j),2.30824368,0
690,0.743795,5.327031964,1.31E-23,(2.308036387094836+0j),2.308036387,0
691,0.74227,5.326081426,1.17E-23,(2.3078304587242853+0j),2.307830459,0
692,0.740752,5.325137856,1.04E-23,(2.307626021612978+0j),2.307626022,0
693,0.73924,5.324200592,9.28E-24,(2.3074229330575724+0j),2.307422933,0
694,0.737735,5.323270217,8.29E-24,(2.3072213194111857+0j),2.307221319,0
695,0.736236,5.322346073,7.40E-24,(2.3070210388068837+0j),2.307021039,0
696,0.734744,5.321428741,6.62E-24,(2.306822217011942+0j),2.306822217,0
